word,tran,type,frq,exchange
sprinkle,n.洒，撒；小雨,4,9329,d:sprinkled/p:sprinkled/i:sprinkling/3:sprinkles/s:sprinkles
sprinkler,"n. 洒水车, 洒水器",9,15783,s:sprinklers/d:sprinklered
sprinkling,"n. 少量, 点滴, 稀落",9,12654,0:sprinkle/1:i/i:sprinkling/s:sprinklings
sprint,v. 短距离全速奔跑,8,8717,p:sprinted/i:sprinting/s:sprints/d:sprinted/3:sprints
sprinter,n. 短跑选手,9,12550,s:sprinters
sprite,"n. 小妖, 小鬼, 妖精\n[计] 子图形; 子画面",0,19521,s:sprites
spritz,"n. 喷,细的喷流\nv. 喷",0,24047,i:spritzing/p:spritzed/3:spritzes/d:spritzed
sprocket,n. 链轮齿\n[机] 链轮,0,22901,s:sprockets
sprout,"n. 芽,萌芽 vt. 使发芽,摘去芽 vi. 长芽,抽条",6,13624,s:sprouts/p:sprouted/i:sprouting/d:sprouted/3:sprouts
sprouting,n. 发芽；催芽；抹芽,0,13703,0:sprout/1:i/i:sprouting
spruce,n. 云杉（一种叶子茂密的树）；a. 整洁的,8,9778,i:sprucing/d:spruced/p:spruced/s:spruces/3:spruces
spry,"a. 精神好的, 活泼的, 敏捷的",0,20343,
spud,"n. 除草铲, 剥树皮用的铲刀, 马铃薯\nvt. 用除草铲挖掘",0,20034,s:spuds/d:spudded/p:spudded/3:spuds/i:spudding
spun,a. 拉成丝的,7,6084,0:spin/1:pd/p:spun/d:spun
spunk,n. 勇气，胆量,8,16494,i:spunking
spunky,"a. 有精神的, 生气蓬勃的, 容易发怒的",0,23133,r:spunkier
spur,n.刺激物 vt.刺激,4,7400,d:spurred/p:spurred/i:spurring/3:spurs/s:spurs
spurious,a. 假的；伪造的,8,10133,
spurn,n. 拒绝，摈弃,8,19522,p:spurned/d:spurned/3:spurns/i:spurning
spurt,"n. 喷射,冲刺 vt. 喷射 vi. 喷出,迸发,冲刺",7,14950,p:spurted/s:spurts/i:spurting/3:spurts/d:spurted
sputter,"n. 喷溅声, 劈啪声, 语无伦次 vi. 唾沫飞溅, 结结巴巴地讲, 发劈啪声 vt. 喷出, 飞溅出, 气急败坏地说",9,23910,p:sputtered/i:sputtering/d:sputtered/3:sputters
sputtering,[计] 溅射\n[化] 溅射,0,22506,0:sputter/1:i/s:sputterings
sputum,"n. 唾液, 痰",0,17596,
spy,n.间谍，特务 vt.侦察,3,5818,s:spies/i:spying/p:spied/d:spied/3:spies
spyglass,n. 小望远镜,0,28329,
spying,"[法] 间谍活动, 侦探",9,11247,0:spy/1:i/i:spying
spyware,间谍软件；后门程式,0,28330,
squab,a. 刚孵出的，羽毛未丰的,8,23618,
squabble,"vi. 争吵,口角 n. 争吵,口角",7,16946,s:squabbles/i:squabbling/p:squabbled/3:squabbles/d:squabbled
squabbling,"v. （为小事而）争论, 吵嘴( squabble的现在分词 )",0,14888,0:squabble/1:i/i:squabbling/s:squabblings
squad,n. 班，小组，小队,5,2733,s:squads
squadron,"n. 骑兵营, 分遣队, 小舰队",9,4350,s:squadrons
squalid,a. 污秽的，肮脏的,8,13172,
squall,n. 短暂、突然且猛烈的风暴；短暂的骚动,8,18130,s:squalls/i:squalling/p:squalled/3:squalls/d:squalled
squalor,n. 不洁，污秽,8,12002,s:squalors
squamous,"a. 有鳞的, 多鳞的, 鳞状的\n[医] 鳞状的, 鳞屑的",0,17075,
squander,"vt. 浪费,使分散 vi. 浪费,漂泊,四散",7,19618,d:squandered/p:squandered/i:squandering/3:squanders
square,n.正方形；广场,2,1198,s:squares/d:squared/i:squaring/p:squared/3:squares
squared,a. 方格的；成正方形的,0,6014,0:square/1:dp/d:squared/p:squared/s:squareds
squarely,"adv. 干脆地, 正好, 直角地",9,10497,
squarish,a. 有点方的,0,28331,
squash,"n. 压碎的东西,南瓜,拥挤嘈杂的人群 vt. 压扁,镇压,压制 vi. 被压扁,发",7,6518,d:squashed/i:squashing/p:squashed/s:squashes/3:squashes
squashed,"a. 压碎的, 压扁的\nv. 挤进( squash的过去式和过去分词 ); 将（某人[某物]）压扁; 将（某人[某物]）向某方挤; 平定（叛乱等）",0,10584,0:squash/1:dp/d:squashed/p:squashed
squat,v. 蹲下；a. （贬）矮胖的,8,8328,p:squatted/i:squatting/3:squats/s:squats/d:squatted
squatter,"n. 蹲着的人, 擅自占用土地或房屋者 vi. 涉水而过",9,18674,s:squatters
squaw,"n. 女人, 妻子",0,22507,s:squaws
squawk,"n. 响而粗的叫声, 夜鹭 vi. 发出响而粗的叫声, 发牢骚, 诉苦",9,19011,p:squawked/i:squawking/s:squawks/3:squawks/d:squawked
squeak,"n. 吱吱声,机会 vi. 吱吱叫,告密,侥幸成功 vt. 以短促尖声发出",7,11929,p:squeaked/s:squeaks/i:squeaking/3:squeaks/d:squeaked
squeaky,"a. 吱吱响的, 发轧声的",9,14989,s:squeakies/t:squeakiest
squeal,"n. 尖叫, 抱怨 vi. 发出尖叫声, 高声埋怨 vt. 用尖声说",9,14329,p:squealed/i:squealing/s:squeals/3:squeals/d:squealed
squeamish,a. 易受惊的；易恶心的,8,18043,
squeeze,vt.&vi.榨，挤；压榨,3,5005,p:squeezed/d:squeezed/i:squeezing/3:squeezes/s:squeezes
squeezing,[机] 推挤,0,9160,0:squeeze/1:i/i:squeezing
squelch,v. 压制，镇压,8,22385,p:squelched/i:squelching/d:squelched/s:squelches/3:squelches
squid,n. 鱿鱼,3,12880,s:squids
squiggle,"n. 波形曲线, 花体",0,23619,s:squiggles/3:squiggles
squiggly,a. 弯弯曲曲的,0,28332,
squint,v. 斜视；眯眼看,8,15645,p:squinted/i:squinting/3:squints/d:squinted/s:squints
squire,"n. 乡绅, 大地主, 治安官\nvt. 随侍, 护卫\nvi. 当乡绅",0,9077,s:squires/d:squired/i:squiring/p:squired/3:squires
squirm,"vi. 蠕动, 辗转不安 n. 蠕动",9,18588,p:squirmed/i:squirming/3:squirms/d:squirmed/s:squirms
squirrel,n.松鼠,3,10733,s:squirrels/i:squirrelling/p:squirrelled/d:squirrelled
squirt,vi. 喷出,7,15553,d:squirted/3:squirts/i:squirting/p:squirted/s:squirts
squish,"n. 咯吱声, 挤扁\nvt. 把...挤扁, 压扁\nvi. 咯吱咯吱地走",9,24048,d:squished/p:squished/i:squishing/3:squishes
squishy,"a. 湿软的, 粘糊糊的",0,28333,
stab,vt.&vi.&n.刺，戳,4,8057,d:stabbed/p:stabbed/i:stabbing/s:stabs/3:stabs
stabbing,a. (疼痛)剧烈而突然的,9,9984,0:stab/1:i/s:stabbings/i:stabbing
stability,n.稳定，稳定性，巩固,4,3071,s:stabilities
stabilization,"n. 安定, 稳定, 平抑, 安定化, 稳定化",9,13457,
stabilize,v. 使稳定，使沉稳,5,13346,d:stabilized/i:stabilizing/p:stabilized/3:stabilizes
stabilized,a. 稳定的；减摇的,0,16304,0:stabilize/1:dp
stabilizer,"n. 有安定作用之物, 安定装置, 水平安定面\n[化] 稳定剂; 稳定器; 稳流板; 稳流器",9,22508,s:stabilizers
stabilizing,[计] 稳定化,0,16947,0:stabilize/1:i
stable,a.稳定的，不变的,3,2203,s:stables/p:stabled/d:stabled/i:stabling/3:stables
staccato,a. （音乐）断音的，不连贯的,8,14889,
stack,n.堆，垛 vt.堆积,4,5836,s:stacks/d:stacked/i:stacking/p:stacked/3:stacks
stacked,"a. 放有大量……的, 成堆的; （扑克）有诈的; （非正式）胸部丰满的",9,7482,0:stack/1:dp/d:stacked/p:stacked
stadium,n.露天大型运动场,3,5028,s:stadia
staff,n.工作人员；参谋,3,382,d:staffed/s:staffs/i:staffing/p:staffed/3:staffs
staffer,n. (一名)职员(尤指编辑或记者),9,21211,s:staffers
staffing,[计] 人员指挥\n[经] 配备职工,9,5659,0:staff/i:staffing/s:staffings
stag,"n. 牡鹿, 男性社交晚会 vi. 不带女伴参加晚会 a. 全是男人的",9,10548,s:stags/i:stagging/p:stagged/3:stags/d:stagged/f:stags
stage,n.舞台；戏剧；阶段,3,519,s:stages/d:staged/p:staged/i:staging/3:stages
stagecoach,n. 公共马车,7,28334,s:stagecoaches
staged,a. 分期的,0,5063,0:stage/1:dp/d:staged/p:staged
stagehand,n. 舞台工作人员,0,28335,s:stagehands
stagger,v. 1. (使)摇晃，蹒跚而行 2. 使摇摆，使震惊 3. 间隔，错开,5,14111,p:staggered/i:staggering/d:staggered/s:staggers/3:staggers
staggered,a. 交错的,7,6647,0:stagger/1:pd/d:staggered/p:staggered
staggering,a. 巨大的; 势不可挡的,6,6931,0:stagger/1:i/i:staggering
staggeringly,adv. 难以置信地; 令人震惊地; 摇晃地; 蹒跚地,0,20565,
staging,"n. 脚手架, 上演, 公共马车业",9,6932,0:stage/1:i/i:staging/s:stagings
stagnant,"a. 不流动的, 停滞的, 不景气的, 萧条的, 污浊的, 迟钝的\n[经] 萧条的",6,11034,
stagnate,"v. (使)淤塞, (使)停滞, (使)变萧条",6,20344,p:stagnated/d:stagnated/i:stagnating/3:stagnates
stagnation,"n. 淤��, 停滞\n[医] 停滞, 滞留, 郁积",9,12422,
stagy,a. 不自然的，演戏一般的,8,28336,
staid,a. 稳重的，沉着的,8,16686,r:staider
stain,vt.沾污；给…着色,3,7248,d:stained/i:staining/s:stains/p:stained/3:stains
stained,"a. 沾污的, 褪色的, 着色的, 染色的",9,4184,0:stain/1:dp/p:stained/d:stained
staining,"[医] 染色法, 染色",0,6943,0:stain/1:i/i:staining/s:stainings
stainless,"a. 无瑕疵的, 不锈的\n[机] 不绣的, 污染的",3,9110,
stainless steel,不锈钢\n[化] 不锈钢,3,28337,
stair,n.楼梯,3,8422,
staircase,n.楼梯，楼梯间,4,5377,s:staircases
stairs,n. 楼梯,2,2276,s:stairs/0:stairs/1:s
stairway,"n. 楼梯, 阶梯",9,28338,s:stairways
stairwell,n. 楼梯井,9,14890,s:stairwells
stake,n.桩；赌金；奖品,4,3083,s:stakes/i:staking/d:staked/p:staked/3:stakes
stakeholder,"n. 赌金保管者, 股东",9,28339,s:stakeholders
stakeout,n. 监视,0,28340,
stalactite,n. 钟乳石\n[医] 钟乳石,0,22762,s:stalactites
stalagmite,n. 石笋,0,23911,s:stalagmites
stale,n.陈腐的；走了气的,4,8315,r:staler/p:staled/s:stales/i:staling/t:stalest/3:stales/d:staled
stalemate,n. 和棋局面，僵局,8,11930,s:stalemates/d:stalemated/p:stalemated/i:stalemating/3:stalemates
Stalinism,n. 斯大林主义,0,25351,
Stalinist,n. 斯大林主义者\na. 斯大林主义的；斯大林的,9,25352,s:stalinists
stalk,n. 1. (植物的)茎，秆 2. 叶柄，花梗，果实的柄v. 1. 潜步追踪，潜近猎捕 2. 高视阔步地走,5,10788,s:stalks/p:stalked/i:stalking/3:stalks/d:stalked
stalker,n. 跟踪者; 盯梢者,9,17365,s:stalkers
stalking,n. 围捕；潜行追踪,9,11799,0:stalk/1:i/i:stalking
stall,n. 1. 摊位 2. 畜舍，厩 3. (BrE)戏院正厅的前排座位v. 1. (指引擎因动力不足而)停止转动 2. 拖延，支吾,5,5378,s:stalls/d:stalled/i:stalling/p:stalled/3:stalls
stalled,失速的,9,12287,0:stall/1:dp/p:stalled/d:stalled
stallion,n. 种马,9,11013,s:stallions
stalwart,a. 健壮的；坚定的，忠诚的,8,13248,s:stalwarts
stamen,"n. 雄蕊, 雄性花蕊\n[医] 雄蕊",0,24641,0:stamen/s:stamens
stamina,"n. 精力,活力,耐力,stamen的复数",7,8520,s:staminas
stammer,"v. 口吃, 结结巴巴地说\nn. 口吃, 结巴",9,17514,p:stammered/i:stammering/3:stammers/d:stammered/s:stammers
stamp,n.戳子；邮票；标志,2,3953,s:stamps/p:stamped/d:stamped/i:stamping/3:stamps
stamped,a. 盖上邮戳的; 铭刻的; 顿足的,9,5846,0:stamp/1:pd/d:stamped/p:stamped
stampede,v. 惊跑，逃窜,8,18216,d:stampeded/i:stampeding/p:stampeded/3:stampedes/s:stampedes
stamping,"[计] 冲压, 模压\n[化] 冲压; 标记",0,9446,0:stamp/1:i/i:stamping/s:stampings
stance,"n. 准备击球姿势, 站立的姿势, 位置, 姿态\n[经] 地位, 形势",6,3530,s:stances
stanch,v. 制止（血液），止住,8,25006,i:stanching/p:stanched/3:stanches/d:stanched
stanchion,"n. 支柱, 标柱\nvt. 用支柱支撑",0,21564,s:stanchions
stand,vi.站；坐落 n.架，台,1,751,p:stood/i:standing/3:stands/d:stood/s:stands
stand-alone,n. 独立,9,28341,s:stand-alones
stand-in,"n. 替身演员, 替身, 有利地位",9,28342,s:stand-ins
stand-up,"a. 单人表演的; 站立的, 直立的\na. 站立的, 直立的",9,28343,s:stand-ups
standard,n.标准 a.标准的,3,653,s:standards
standardization,"[计] 标准化, 规格化\n[化] 标准化; 标定",9,14573,s:standardizations
standardize,"vt. 使标准化, 使合于标准, 用标准检验\n[计] 标准化; 规格化",9,19115,d:standardized/p:standardized/i:standardizing/3:standardizes
standardized,a. 标准化的；标准的；定型的,9,11365,0:standardize/d:standardized/p:standardized/i:standardizing/3:standardizes
standby,"n. 可依靠的人, 被喜爱的食品, 备用品, 准备发报, 准备收报\n[电] 备用的",9,28344,s:standbys
standing,"n. 起立, 持续, 身分\na. 立着的, 不动的, 经常的, 持续的",9,828,0:stand/1:i/i:standing/s:standings
standoff,"a. 冷淡的, 有支架的 n. 冷淡, 平衡, 和局",9,23766,s:standoffs
standout,"n. 杰出的人 a. 杰出的, 出色的",9,28345,s:standouts
standpoint,n.立场，观点,4,28346,s:standpoints
standstill,n. 处于停顿状态，中止,8,28347,s:standstills
stanza,n. （诗）节，段（尤指压韵的）,8,13834,s:stanzas
stapes,n. 镫骨\n[医] 镫骨,0,25007,0:stape/1:s
staph,n. <口> = staphylococcus,0,28348,
staphylococcus,n. 葡萄球菌\n[医] 葡萄球菌属,0,21454,
staple,n. 订书钉 v. 用订书钉订住adj. 主要的，基本的，标准的 n. 1. (某国家或地区买卖的)主要产品 2. 主要成分，主要内容，主食,5,8839,s:staples/p:stapled/d:stapled/i:stapling/3:staples
stapler,"n. 主要物产商, 把羊毛分级的人, 订书机\n[经] 主要商品批发商",0,23371,s:staplers
star,n.星；恒星；明星,1,1188,s:stars/i:starring/p:starred/3:stars/d:starred
star-crossed,a. 时运不济的,8,28349,
starboard,"n. 右舷, 右侧 adv. 向右舷 vt. 转向右方, 向右转舵",9,12186,i:starboarding/p:starboarded/3:starboards/d:starboarded
starburst,n. 星暴; 光芒四射的亮光,0,28350,s:starbursts
starch,n. 淀粉; [pl. ]淀粉类食物,7,13318,p:starched/s:starches/d:starched/i:starching/3:starches
starched,"a. 浆硬的, 拘泥刻板的",9,16495,0:starch/1:pd/p:starched/d:starched
starchy,a. 含淀粉的；刻板的,8,19619,
stardom,"n. 明星身分, 明星们",9,13704,
stardust,"n. 星团, 幻觉",0,17006,
stare,vi.盯，凝视,3,4650,p:stared/i:staring/3:stares/d:stared/s:stares
starfish,n. 海星,0,28351,s:starfishes/d:starfished
stargazer,"n. 看星星的人, 占星师, 天文学家",0,28352,s:stargazers
stark,"a. 僵硬的, 完全的, 刻板的, 明显的, 荒凉的, 结实的\nadv. 突出地, 简直, 全然",9,5523,
starkly,"adv. 完全, 分明地, 赤裸裸地",9,13580,
starlet,"n. 小星星, 小明星",9,20141,s:starlets
starlight,n. 星光,9,28353,s:starlights
starling,"n. 欧椋鸟, 桥墩尖端",9,18318,s:starlings
starring,"n. 扮演主角, 领衔主演；纯锑表面呈星状花纹",0,7577,0:star/1:i/i:starring
starry,"a. 星光照耀的, 多星的, 星形的, 明亮的",9,15040,t:starriest
starship,"n. (科幻小说中的)星际飞船, 星际火箭",9,28354,s:starships
start,vi.跳起；出发；开始,2,359,p:started/d:started/3:starts/i:starting/s:starts
start-up,n. 启动; 开始工作,9,28355,s:start-ups
starter,"n. 开端者, 在起跑线上的人, 参加赛跑的人, 调度员, 起动机, 酵母\n[计] 启动程序, 启动器",9,7303,s:starters
starting,"n. 开端, 开始, 出发, 起动, 开动\n[机] 开动, 起动",9,1317,0:start/1:i/i:starting/s:startings
startle,vt.使大吃一惊 n.吃惊,4,17885,p:startled/i:startling/d:startled/3:startles
startled,v. 震惊（startle的过去分词）,9,5430,0:startle/1:pd/d:startled/p:startled
startling,a. 惊人的,7,6335,0:startle/1:i/i:startling
startlingly,adv. 惊人地,9,14891,
starvation,"n. 饥饿, 饿死\n[医] 绝食, 饥锇(指长时期的)",3,7584,s:starvations
starve,vi.饿死 vt.使饿死,3,10169,d:starved/i:starving/p:starved/3:starves
starved,a. （等于starving）饥饿的,0,7866,0:starve/1:dp/d:starved/p:starved
starving,a. 挨饿的; 饥饿的,9,6379,0:starve/1:i/i:starving
stash,vt. 藏匿,7,20802,d:stashed/p:stashed/i:stashing/3:stashes/s:stashes
stasis,n. 停滞,8,15715,
stat,[电] 静,9,18497,s:stats/3:stats
state,n.状态；国家；州,2,203,s:states/p:stated/d:stated/3:states/i:stating
state-of-the-art,"a. 已经发展的, 最新型的",9,28356,
state-owned,a. 国营,9,28357,0:state-owned
state-run,"adj. 国有, 公办; 国立; 国营",9,28358,
statecraft,n. 治国才能,0,28359,
stated,"a. 固定的, 规定的, 定期的",9,1588,0:state/1:pd/d:stated/p:stated
statehood,"n. 国家地位, 州的地位",9,17445,
statehouse,n. 州议会的议场,0,28360,
stateless,"a. 没有国家的\n[法] 无国籍的, 无国家主权的",0,20142,
stately,a. 庄严的；宏伟的,8,8459,r:statelier
statement,n.陈述，声明,3,893,s:statements
stateroom,"n. 政府公寓, 特等舱",9,28361,s:staterooms
statesman,n.政治家，国务活动家,4,28362,s:statesmen
statesmanship,"n. 治国之才, 政治家的才能, 政治家风度",0,28363,
statewide,"a. 全州的, 遍及全州的",9,28364,
static,a.静的；静态的,4,4383,s:statics
statin,"n. 斯达汀（药物名）; [医]抑制素[类名, 包括促生长素抑制素、促黑素抑制素、促乳素抑制素等]",0,28365,
station,n.站，台，所，局,2,863,s:stations/d:stationed/i:stationing/p:stationed/3:stations
stationary,adj. 不动的，静止的,5,8151,
stationery,"n. 文具, 信纸\n[法] 文具",6,8840,
statistic,"n. 统计量\na. 统计的, 统计学的",9,10789,
statistical,a.统计的，统计学的,4,3096,
statistically,"adv. 用统计的方法, 统计学上",9,7374,
statistician,"n. 统计员, 统计学家",9,18589,s:statisticians
statistics,"n. 统计学, 统计资料\n[计] 统计信息",3,2322,
statuary,n. 雕像；雕塑艺术,8,16235,
statue,n.塑像，雕像，铸像,3,5271,s:statues
statuesque,"a. 雕像一般的, 均称的, 轮廓优美的",0,20566,
statuette,n. 小雕像,0,17228,s:statuettes
stature,n. 身材; 地位,7,8217,
status,n.地位，身分,3,929,
statute,"n. 法令, 成文法律, 法规, 章程, 条例\n[法] 法令, 法规, 成文法",6,3753,s:statutes
statutory,"a. 法令的, 法定的, 可依法惩处的\n[经] 法定的",9,2017,
staunch,a. 坚定的，忠诚的,8,10976,t:staunchest/i:staunching/d:staunched/p:staunched/3:staunches
staunchly,adv. 坚定地；忠实地,9,17654,
stave,"n. 狭板, 梯级, 棍棒, 诗句 vt. 击穿, 弄破, 敲打, 赶走 vi. 穿孔, 破碎",9,13008,d:staved/i:staving/p:staved/s:staves/3:staves
stay,vi.停留；住 n.逗留,2,704,p:stayed/i:staying/d:stayed/3:stays/s:stays
stead,"n. 代替, 接替, 有利, 用处, 好处\nvt. 对...有利",0,9616,i:steading/s:steads
steadfast,"a. 坚定的,踏实的,固定的,不变的",7,18926,
steadfastly,"adv. 踏实地, 不变地; 岿然; 坚定不渝",9,16564,
steadfastness,"n. 坚定, 稳当",0,21329,
steadily,ad.稳定地，不变地,4,3672,
steadiness,"n. 稳健, 坚定, 不变",0,21113,
steady,a.稳固的 vt.使稳定,3,2491,p:steadied/i:steadying/d:steadied/r:steadier/3:steadies/t:steadiest
steak,"n. 牛排, 鱼排, 肉排",3,7388,s:steaks
steakhouse,n. 牛排餐厅,0,28366,
steal,vt.偷，窍取,2,5366,d:stolen/p:stole/i:stealing/3:steals
stealing,"n. 偷窃, 贼赃\na. 有偷窃行为的",0,5170,0:steal/1:i/i:stealing
stealth,n. 秘密的行动,8,12617,
stealthily,"adv. 暗地里, 悄悄地",0,17515,
stealthy,"a. 秘密的, 掩人耳目的, 鬼鬼祟祟的\n[法] 隐密的, 暗中的",0,19820,r:stealthier
steam,n.蒸汽 vi.蒸发 vt.蒸,3,2441,i:steaming/p:steamed/d:steamed/s:steams/3:steams
steamboat,"n. 汽船, 轮船",9,28367,s:steamboats/i:steamboating
steamed,"a. 蒸熟的, 蒸的",9,10856,0:steam/1:pd/d:steamed/p:steamed
steamer,n.轮船，汽船,4,10857,s:steamers/f:steamers
steaming,"a. 非常热的, 热气腾腾的; （非正式）愤怒的, 烂醉的",9,8188,0:steam/1:i/i:steaming/s:steamings
steamroll,"vt. 用压路机碾, 压倒\nvi. 以不可抗拒之势前进",0,28368,
steamship,"n. 汽船, 轮船",0,28369,s:steamships
steamy,"a. 蒸汽的, 充满蒸汽的",9,14638,
steel,n.钢，钢铁,3,1858,p:steeled/s:steels/i:steeling/d:steeled/3:steels
steelhead,虹鳟,9,28370,
steelworker,n. 炼钢工人,0,28371,s:steelworkers
steely,"a. 钢的, 钢制的, 钢铁般的; 强硬的, 冷冰冰的",9,13108,s:steelies/r:steelier
steep,a.险峻的，陡峭的,2,3655,r:steeper/d:steeped/t:steepest/i:steeping/p:steeped/3:steeps
steeple,n. 尖塔，尖阁,8,14828,s:steeples/p:steepled/i:steepling
steeply,adv. 险峻地,9,8880,
steer,vt.&vi.驾驶,4,6880,p:steered/i:steering/d:steered/3:steers/s:steers
steering,"n. 掌舵, 操纵, 指导",9,4630,0:steer/1:i/i:steering
stein,n. 啤酒杯,0,28372,s:steins
stellar,a. 恒星的,7,15142,
stem,n.茎，(树)干 vi.起源,4,4191,s:stems/p:stemmed/i:stemming/3:stems/d:stemmed
stemmed,"a. 有...茎的, 装有...柄的, 有...梗的, 去掉茎的, 去掉梗的",0,8550,0:stem/1:pd/p:stemmed/d:stemmed
stench,n. 臭气，恶臭（stink）,8,10306,s:stenches
stencil,n. （用以刻写图案、文字的）模板；v. 用模板刻写,8,16752,s:stencils/d:stencilled/p:stencilled/i:stencilling/3:stencils
stenographer,n. 速记员,0,22386,s:stenographers
stenosis,n. 狭窄\n[医] 狭窄,0,15646,
stent,[医] 斯滕特氏印模膏; 斯滕特氏印模; 移植片固定模,0,14892,s:stents/p:stented/d:stented/i:stenting/3:stents
stentorian,a. （指声音）极响亮的,8,22902,
step,n.(脚)步；步骤 vi.走,2,919,s:steps/p:stepped/i:stepping/d:stepped/3:steps
step-by-step,a. 按部就班的,9,28373,
step-mother,"n. 继母, 后母",3,28374,s:step-mothers
stepbrother,"n. 异父(母)兄弟\n[法] 继父与其前妻所生的儿子, 继兄弟",0,20567,s:stepbrothers/3:stepbrothers
stepdaughter,"n. 妻与前夫所生的女儿, 夫与前妻所生的女儿",0,20345,s:stepdaughters
stepfather,n. 继父,9,10585,s:stepfathers
stepladder,"n. 活梯\n[机] 梯子, 脚踏凳, 架梯",0,28375,s:stepladders
stepmother,n. 继母,9,12572,s:stepmothers
stepparent,"n. 继父, 继母\n[法] 继父",0,25008,s:stepparents
steppe,n. 大草原,9,19220,s:steppes
stepped,v. 踏；行走（step的过去式和过去分词）,0,2548,0:step/1:pd/d:stepped/p:stepped
stepper,"n. 快马, 跳舞者, (美)(非正式)花很多时间参加社交活动的学生\n[计] 步进",0,28376,s:steppers
stepsister,n. 异父(母)姊妹,0,23033,s:stepsisters
stepson,"n. 妻与前夫所生的儿子, 夫与前妻所生的儿子\n[法] 妻与前夫所生的儿子, 继子",9,16496,s:stepsons
stepwise,"a. 楼梯式的, 逐步的",0,18837,
stereo,n. 立体声，立体声系统 adj. 立体声的,5,6681,s:stereos
stereoscopic,a. 体视镜的\n[医] 实体镜的,0,20678,
stereotype,n. 1. 模式化的形象、思想、人物等，老一套 2. 铅版 v. 使定型，使固定,5,9964,s:stereotypes/i:stereotyping/p:stereotyped/3:stereotypes/d:stereotyped
stereotyped,"a. 用铅版印的, 老一套的, 套用老调的, 千篇一律的, 已成陈规的",6,11764,p:stereotyped/d:stereotyped/0:stereotype/i:stereotyping/3:stereotypes
stereotypical,a. 典型的; 带有成见的,9,14516,
stereotypically,adv. 带有成见地(stereotype的副词形式),0,24049,
stereotyping,"v. 把…模式化, 使成陈规( stereotype的现在分词 )",9,14377,0:stereotype/i:stereotyping/3:stereotypes/s:stereotypes/d:stereotyped/p:stereotyped
sterile,"a. 不毛的,不孕的,无菌的,枯燥的,无效的,贫瘠的",7,8194,
sterility,"n. 不毛, 不孕, 内容贫乏\n[医] 不育, 不孕; 无菌",0,18131,
sterilization,"n. 使成不毛, 无用状态, 绝育, 杀菌,消毒",9,20679,s:sterilizations
sterilize,v. 使不育；杀菌,8,23767,d:sterilized/p:sterilized/i:sterilizing/3:sterilizes
sterilized,v. 消毒( sterilize的过去式和过去分词 ); 使无菌; 使失去生育能力; 使绝育,0,20238,0:sterilize/1:dp/p:sterilized
sterling,"n. 英国货币, 标准纯银 a. 英国货币的, 标准纯银的, 含标准成分的",9,3470,s:sterlings
stern,a.严厉的；坚定的,4,5606,s:sterns
sternly,"adv. 严格地, 严肃地, 严厉地",9,11670,
sternum,"n. 胸骨, 胸片, 胸板\n[医] 胸骨; 腹板(昆虫)",0,19821,
steroid,n. 类固醇\n[化] 甾族化合物,9,13109,s:steroids
steroids,n. 类固醇( steroid的名词复数 ),9,11195,0:steroid/1:s
stethoscope,n. 听诊器,8,17597,s:stethoscopes
stew,n. 炖(煨或焖)的食物 v. 炖，焖,7,9078,s:stews/p:stewed/i:stewing/d:stewed/3:stews
steward,n.乘务员，服务员,3,5750,s:stewards/i:stewarding/p:stewarded
stewardess,n.空中小姐，女乘务员,3,17516,s:stewardesses
stewardship,"n. steward的职务, 管理工作",9,12486,s:stewardships
stewed,"a. 炖煮的, (非正式)喝醉酒的",0,17655,0:stew/1:pd/p:stewed/d:stewed
stick,n.棍，棒 vt.刺；粘贴,2,1795,p:stuck/i:sticking/d:stuck/s:sticks/3:sticks
sticker,"n. 粘贴标签, 张贴物; 坚持不懈的人; 尖刀; 难题",9,12103,s:stickers
stickiness,"n. 粘性, 胶粘",0,17728,
sticking,"a. 粘的, 有粘性的\n[计] 坚持性",9,4844,0:stick/1:i/i:sticking
stickler,n. 坚持细节之人,8,21565,s:sticklers
sticky,a.粘性的；胶粘的,4,5475,t:stickiest/r:stickier/d:stickied/s:stickies
stiff,a.硬的；僵直的,4,3758,r:stiffer/s:stiffs/t:stiffest
stiffen,vt.使硬；使僵硬,4,15554,p:stiffened/d:stiffened/i:stiffening/3:stiffens
stiffened,"n. 加强的\nv. （使）变硬, （使）强硬( stiffen的过去式和过去分词 )",0,9001,0:stiffen/1:pd/p:stiffened/d:stiffened
stiffly,"adv. 呆板地, 顽固地, 僵硬地",9,7967,
stiffness,"n. 坚硬, 刻板; 强直, 僵硬",9,10816,s:stiffnesses
stifle,"vt. 使窒息, 抑止, 扼杀\nvi. 窒息, 被扼杀",9,12032,p:stifled/i:stifling/d:stifled/3:stifles/s:stifles
stifling,"a. 令人窒息的, 发闷的",0,11564,0:stifle/1:i/i:stifling
stigma,"n. 耻辱, 污名, 烙印\n[医] 柱头; 小孔, 眼点; 气孔; 小斑; 特征",9,10109,s:stigmas
stigmata,"[医] 柱头; 小孔, 眼点; 气孔; 小斑; 特征",0,21012,0:stigma/s:stigmata
stigmatization,[医] 斑痕形成; 瘀斑形成; 特征发生,0,28377,
stigmatize,v. 污蔑，玷污,8,24467,d:stigmatized/p:stigmatized/3:stigmatizes/i:stigmatizing
stile,n. 墙两边的阶梯,0,10906,s:stiles/d:stiled
